material_type,moisture_content,contamination_level,combustibility,calorific_value,rdf_score,rdf_suitable,rdf_grade
cardboard,23.7,0.4,7.73,17.58,0.6806,1,Medium
organic,52.56,9.61,3.37,6.58,0.2189,0,Unsuitable
organic,46.83,4.44,4.32,7.22,0.3472,0,Unsuitable
glass,1.72,1.22,0.0,0.0,0.4182,0,Low
organic,62.97,4.04,5.71,6.99,0.4742,1,Low
organic,55.26,5.84,5.27,5.82,0.3442,0,Unsuitable
paper,22.99,2.29,7.38,13.43,0.5971,1,Medium
paper,8.37,2.75,7.81,15.78,0.6197,1,Medium
metal,2.35,0.16,0.33,0.01,0.3861,0,Low
metal,0.5,2.21,0.58,0.25,0.5246,1,Medium
glass,1.68,2.13,0.0,0.0,0.4102,0,Low
paper,8.7,2.48,7.01,13.77,0.6211,1,Medium
metal,4.37,0.15,0.56,0.32,0.4156,0,Low
paper,7.58,0.73,8.91,13.86,0.7217,1,High
metal,4.6,2.85,0.29,0.36,0.3763,0,Low
plastic,2.66,1.24,8.74,45.25,0.8804,1,High
cardboard,10.87,2.12,7.58,15.83,0.6336,1,Medium
metal,3.28,2.52,0.87,0.08,0.4931,1,Low
metal,0.67,1.12,0.52,0.02,0.445,0,Low
organic,45.1,9.54,3.15,5.51,0.076,0,Unsuitable
paper,19.17,2.06,9.79,13.89,0.6336,1,Medium
plastic,4.27,4.78,8.08,39.88,0.8472,1,High
metal,4.86,0.44,0.25,0.47,0.4398,0,Low
paper,6.93,3.93,8.7,15.26,0.6433,1,Medium
cardboard,9.82,0.64,8.84,17.65,0.7303,1,High
glass,0.76,0.52,0.0,0.0,0.4246,0,Low
glass,3.87,1.09,0.0,0.0,0.46,1,Low
metal,1.57,0.31,0.69,0.16,0.5718,1,Medium
metal,4.6,2.55,0.32,0.12,0.376,0,Low
metal,3.54,2.48,0.28,0.06,0.3864,0,Low
plastic,5.85,4.74,8.7,33.88,0.6967,1,Medium
plastic,9.54,0.89,9.78,42.24,0.8521,1,High
glass,1.57,0.07,0.0,0.0,0.4041,0,Low
organic,46.12,9.54,4.02,7.19,0.2153,0,Unsuitable
organic,65.36,6.9,5.7,3.9,0.3478,0,Unsuitable
glass,0.49,1.9,0.0,0.0,0.4533,1,Low
organic,62.05,7.01,3.89,6.71,0.3507,0,Low
cardboard,11.47,1.29,9.29,16.04,0.6754,1,Medium
paper,16.15,3.04,9.49,15.06,0.6113,1,Medium
plastic,5.16,1.57,9.69,36.22,0.8692,1,High
paper,11.0,2.67,9.75,14.2,0.6537,1,Medium
plastic,9.68,5.07,8.3,39.82,0.7955,1,High
plastic,7.68,2.93,9.46,39.34,0.9677,1,High
plastic,3.69,0.37,8.79,43.26,1.0,1,High
cardboard,5.68,0.28,9.01,16.5,0.7225,1,High
cardboard,9.33,0.31,9.25,16.82,0.7152,1,High
glass,3.46,2.73,0.0,0.0,0.4493,0,Low
glass,2.12,1.17,0.0,0.0,0.4212,0,Low
plastic,8.87,2.13,9.68,38.71,0.8743,1,High
cardboard,20.73,1.93,8.28,16.73,0.6747,1,Medium
glass,2.13,2.27,0.0,0.0,0.4791,1,Low
organic,50.43,4.62,2.71,6.45,0.2677,0,Unsuitable
organic,55.54,4.43,5.56,5.22,0.2939,0,Unsuitable
metal,0.54,0.2,0.37,0.24,0.5395,1,Medium
cardboard,11.99,0.03,8.05,15.36,0.6881,1,Medium
metal,3.48,2.79,0.62,0.05,0.3099,0,Unsuitable
cardboard,24.51,1.87,7.32,17.16,0.6999,1,Medium
paper,20.61,3.05,9.93,13.29,0.6078,1,Medium
glass,4.15,0.44,0.0,0.0,0.3374,0,Unsuitable
glass,2.83,1.2,0.0,0.0,0.3866,0,Low
cardboard,16.83,3.84,8.05,15.01,0.6079,1,Medium
glass,0.29,1.88,0.0,0.0,0.4344,0,Low
glass,1.22,0.05,0.0,0.0,0.435,0,Low
organic,79.75,6.07,3.71,4.41,0.1874,0,Unsuitable
glass,2.43,2.19,0.0,0.0,0.5229,1,Medium
paper,13.78,3.45,8.48,16.04,0.6375,1,Medium
glass,2.68,0.17,0.0,0.0,0.4333,0,Low
organic,46.71,5.88,4.87,4.82,0.4718,1,Low
cardboard,22.16,1.36,9.4,15.38,0.6177,1,Medium
plastic,0.53,0.39,8.21,43.37,0.9191,1,High
cardboard,23.95,2.15,8.89,15.55,0.6477,1,Medium
paper,28.29,4.67,7.6,15.48,0.5322,1,Medium
plastic,5.63,0.75,9.31,42.79,0.8374,1,High
organic,44.65,9.51,2.44,4.04,0.1623,0,Unsuitable
metal,4.13,2.1,0.01,0.09,0.3961,0,Low
organic,41.05,9.75,2.6,5.55,0.1403,0,Unsuitable
plastic,7.37,4.66,8.79,40.54,0.8345,1,High
plastic,4.15,2.65,9.77,30.55,0.8322,1,High
glass,1.03,2.48,0.0,0.0,0.3946,0,Low
glass,1.52,1.4,0.0,0.0,0.3844,0,Low
paper,26.25,2.35,7.39,13.47,0.5715,1,Medium
organic,49.38,9.71,3.85,7.64,0.194,0,Unsuitable
plastic,1.83,3.58,8.54,32.96,0.8717,1,High
metal,3.77,0.85,0.98,0.09,0.4059,0,Low
cardboard,12.5,2.0,9.61,17.5,0.7021,1,High
paper,25.7,0.0,8.6,14.04,0.6692,1,Medium
plastic,4.2,2.35,9.78,38.58,0.857,1,High
cardboard,12.02,1.97,8.17,17.49,0.7056,1,High
glass,4.68,1.74,0.0,0.0,0.4355,0,Low
organic,66.2,4.5,4.33,4.77,0.2675,0,Unsuitable
glass,2.74,0.54,0.0,0.0,0.4835,1,Low
glass,3.26,2.25,0.0,0.0,0.4257,0,Low
glass,1.18,0.34,0.0,0.0,0.3392,0,Unsuitable
cardboard,10.97,3.68,9.89,15.69,0.6621,1,Medium
cardboard,7.78,3.05,7.04,16.22,0.4781,1,Low
organic,40.64,6.25,4.79,3.23,0.2973,0,Unsuitable
glass,1.81,0.5,0.0,0.0,0.491,1,Low
cardboard,17.66,1.73,8.28,17.35,0.673,1,Medium
metal,3.11,2.68,0.22,0.31,0.4208,0,Low
metal,4.88,0.93,0.56,0.16,0.4268,0,Low
metal,4.99,0.72,0.97,0.33,0.4243,0,Low
paper,19.2,5.0,9.3,15.1,0.5738,1,Medium
organic,47.77,3.08,3.03,5.17,0.3211,0,Unsuitable
glass,3.29,1.97,0.0,0.0,0.4076,0,Low
metal,3.1,0.62,0.94,0.09,0.4372,0,Low
metal,2.87,2.04,0.01,0.39,0.3752,0,Low
paper,12.41,1.61,8.0,16.04,0.6967,1,Medium
cardboard,5.45,3.11,9.95,16.98,0.6365,1,Medium
paper,27.7,1.27,7.2,15.04,0.5997,1,Medium
organic,58.25,5.23,3.95,4.9,0.221,0,Unsuitable
plastic,0.41,0.69,8.19,30.99,0.8771,1,High
glass,4.24,2.48,0.0,0.0,0.3008,0,Unsuitable
cardboard,19.77,3.56,9.2,17.21,0.6964,1,Medium
paper,10.33,0.42,8.26,13.37,0.6639,1,Medium
metal,0.12,0.9,0.97,0.19,0.3976,0,Low
organic,52.05,7.72,4.54,3.14,0.2366,0,Unsuitable
plastic,0.36,4.06,9.87,44.52,0.8796,1,High
organic,71.72,9.05,3.04,5.25,0.1915,0,Unsuitable
glass,0.12,1.98,0.0,0.0,0.3805,0,Low
organic,79.79,8.55,5.48,6.87,0.305,0,Unsuitable
plastic,0.65,5.49,8.28,36.26,0.8748,1,High
organic,49.01,6.26,3.44,6.38,0.3297,0,Unsuitable
paper,17.22,0.87,8.82,13.46,0.7099,1,High
organic,49.41,8.16,3.09,4.18,0.1976,0,Unsuitable
glass,4.4,1.19,0.0,0.0,0.4138,0,Low
glass,4.95,1.58,0.0,0.0,0.4373,0,Low
glass,2.42,0.53,0.0,0.0,0.4595,1,Low
organic,67.22,8.8,3.99,4.65,0.2054,0,Unsuitable
plastic,3.27,0.71,9.56,31.68,0.8652,1,High
cardboard,13.08,1.18,9.84,15.38,0.7021,1,High
organic,42.48,5.89,4.53,4.85,0.308,0,Unsuitable
paper,19.23,0.67,9.39,15.34,0.7704,1,High
paper,6.37,2.5,8.69,14.06,0.6142,1,Medium
paper,10.22,3.69,7.44,13.98,0.5903,1,Medium
cardboard,19.58,0.21,7.38,16.34,0.6897,1,Medium
cardboard,17.94,3.02,9.85,16.05,0.6812,1,Medium
plastic,2.64,0.89,8.79,43.96,0.9212,1,High
organic,60.91,9.94,2.75,6.89,0.1301,0,Unsuitable
cardboard,13.03,2.48,8.3,15.79,0.6638,1,Medium
plastic,7.07,4.98,8.61,39.06,0.8643,1,High
cardboard,7.55,2.65,7.4,17.35,0.6361,1,Medium
paper,14.21,1.84,9.25,15.04,0.6335,1,Medium
glass,4.25,1.02,0.0,0.0,0.3682,0,Low
metal,4.18,1.62,0.22,0.13,0.4616,1,Low
metal,3.68,0.32,0.61,0.3,0.4815,1,Low
plastic,2.03,5.46,9.14,37.32,0.8544,1,High
cardboard,23.05,1.05,9.7,15.33,0.7412,1,High
plastic,2.66,0.58,9.61,45.75,1.0,1,High
cardboard,11.51,1.12,7.46,17.36,0.7155,1,High
paper,28.18,0.59,8.59,16.97,0.7291,1,High
organic,68.61,3.16,2.27,6.97,0.2716,0,Unsuitable
paper,23.48,2.11,7.43,14.55,0.6547,1,Medium
glass,1.66,0.19,0.0,0.0,0.4587,1,Low
organic,56.45,9.9,5.43,4.4,0.1612,0,Unsuitable
glass,1.38,1.98,0.0,0.0,0.3489,0,Unsuitable
plastic,7.84,3.95,9.04,30.67,0.7297,1,High
plastic,6.43,0.75,9.59,37.47,0.9506,1,High
plastic,3.43,3.73,9.24,30.84,0.7569,1,High
glass,1.11,0.6,0.0,0.0,0.4691,1,Low
organic,51.95,9.44,3.95,6.07,0.1623,0,Unsuitable
plastic,8.71,0.78,8.16,45.9,0.9115,1,High
organic,64.44,6.87,5.14,7.96,0.2377,0,Unsuitable
glass,3.07,2.15,0.0,0.0,0.436,0,Low
organic,74.18,9.6,2.4,6.76,0.0668,0,Unsuitable
cardboard,5.13,1.04,9.56,15.42,0.7169,1,High
paper,15.16,0.74,7.69,16.18,0.7165,1,High
glass,3.8,0.29,0.0,0.0,0.4155,0,Low
cardboard,12.64,1.33,7.56,17.86,0.7573,1,High
paper,20.2,0.61,8.83,15.22,0.6325,1,Medium
paper,24.55,1.52,8.74,16.71,0.6448,1,Medium
plastic,7.11,5.26,9.85,33.33,0.8209,1,High
paper,29.89,2.45,7.99,15.15,0.5708,1,Medium
metal,0.89,0.45,0.03,0.36,0.3564,0,Low
organic,60.49,5.26,3.57,4.58,0.2668,0,Unsuitable
paper,22.21,0.55,7.66,13.76,0.673,1,Medium
paper,13.67,1.22,7.18,16.48,0.6191,1,Medium
cardboard,6.91,2.09,7.37,17.32,0.6299,1,Medium
metal,4.72,0.48,0.2,0.3,0.3906,0,Low
plastic,3.86,3.89,8.3,40.26,0.8344,1,High
paper,7.22,2.62,7.71,15.73,0.5603,1,Medium
metal,2.3,2.01,0.02,0.45,0.3406,0,Unsuitable
paper,15.86,3.79,9.5,16.23,0.6255,1,Medium
plastic,3.71,5.67,9.27,38.7,0.752,1,High
metal,3.57,1.66,0.88,0.43,0.4886,1,Low
metal,0.84,1.73,0.62,0.26,0.4121,0,Low
glass,1.44,2.6,0.0,0.0,0.4385,0,Low
cardboard,13.41,1.82,8.56,15.82,0.6814,1,Medium
paper,20.54,3.31,8.13,14.35,0.7035,1,High
metal,4.76,1.19,0.61,0.26,0.4265,0,Low
glass,2.17,2.53,0.0,0.0,0.3832,0,Low
plastic,9.86,4.33,8.02,43.43,0.8971,1,High
glass,1.18,0.45,0.0,0.0,0.4085,0,Low
metal,1.31,1.91,0.25,0.32,0.393,0,Low
glass,0.86,1.82,0.0,0.0,0.3727,0,Low
plastic,5.56,3.56,8.04,30.58,0.7709,1,High
cardboard,24.25,0.36,9.11,17.08,0.6954,1,Medium
metal,2.58,2.9,0.5,0.42,0.4065,0,Low
cardboard,24.93,3.64,7.91,17.54,0.6151,1,Medium
glass,3.39,1.03,0.0,0.0,0.412,0,Low
organic,41.7,5.99,5.36,6.69,0.3289,0,Unsuitable
paper,25.18,1.86,8.52,15.03,0.5563,1,Medium
organic,68.81,7.28,4.98,3.59,0.2083,0,Unsuitable
metal,1.04,2.63,0.24,0.25,0.2827,0,Unsuitable
metal,1.81,0.56,0.57,0.46,0.4966,1,Low
paper,17.7,4.31,8.36,16.33,0.638,1,Medium
organic,46.29,3.87,4.45,7.14,0.3783,0,Low
plastic,9.1,2.15,8.85,44.31,0.8895,1,High
plastic,2.77,1.03,8.54,42.49,1.0,1,High
metal,3.47,0.59,0.48,0.18,0.4398,0,Low
cardboard,24.82,3.6,9.09,15.46,0.6183,1,Medium
metal,4.46,2.66,0.48,0.09,0.3952,0,Low
plastic,3.45,2.34,9.12,35.34,0.7719,1,High
plastic,6.48,3.05,8.11,44.98,0.8447,1,High
metal,2.28,1.1,0.67,0.01,0.3393,0,Unsuitable
plastic,1.02,6.0,9.26,31.06,0.805,1,High
metal,4.77,2.27,0.51,0.21,0.5009,1,Medium
paper,21.68,2.57,8.19,14.3,0.6653,1,Medium
paper,26.2,2.77,8.75,14.91,0.5965,1,Medium
metal,2.07,2.56,0.33,0.35,0.4115,0,Low
glass,1.71,2.12,0.0,0.0,0.443,0,Low
glass,4.04,0.07,0.0,0.0,0.4056,0,Low
paper,27.52,4.17,9.92,15.52,0.5124,1,Medium
glass,1.95,2.26,0.0,0.0,0.4558,1,Low
metal,2.42,2.52,0.96,0.21,0.4652,1,Low
organic,49.07,8.61,5.28,4.48,0.2555,0,Unsuitable
paper,9.25,4.09,7.78,16.77,0.5469,1,Medium
plastic,9.09,3.6,8.53,42.92,0.8931,1,High
paper,14.43,0.29,10.0,16.35,0.7045,1,High
organic,69.03,3.0,4.23,4.81,0.3001,0,Unsuitable
glass,1.37,1.36,0.0,0.0,0.366,0,Low
paper,22.78,3.39,7.73,13.16,0.6724,1,Medium
plastic,9.79,5.76,9.27,44.31,0.8867,1,High
organic,71.49,9.69,5.19,5.08,0.177,0,Unsuitable
metal,1.84,2.46,0.7,0.12,0.4302,0,Low
paper,14.48,2.79,8.11,15.09,0.7182,1,High
metal,3.77,1.17,0.69,0.12,0.3582,0,Low
glass,2.92,2.06,0.0,0.0,0.5049,1,Medium
plastic,5.52,4.97,9.45,43.81,0.8199,1,High
paper,11.91,4.96,9.81,14.72,0.6427,1,Medium
glass,4.18,2.85,0.0,0.0,0.443,0,Low
paper,17.94,1.88,7.37,13.42,0.6135,1,Medium
organic,70.15,5.67,3.75,5.99,0.3005,0,Unsuitable
paper,23.91,3.23,9.23,15.88,0.6693,1,Medium
glass,2.83,1.38,0.0,0.0,0.5061,1,Medium
plastic,4.29,3.48,9.0,31.73,0.8076,1,High
metal,3.53,1.0,0.01,0.04,0.4819,1,Low
plastic,1.88,2.97,9.15,44.94,0.9316,1,High
metal,1.9,2.38,0.26,0.46,0.3918,0,Low
cardboard,6.85,0.97,9.72,17.97,0.7983,1,High
paper,24.22,1.11,8.15,15.79,0.6902,1,Medium
paper,15.98,2.48,7.66,14.61,0.5801,1,Medium
metal,0.12,2.05,0.27,0.24,0.4006,0,Low
organic,56.0,6.83,4.56,7.7,0.2385,0,Unsuitable
cardboard,23.03,1.16,9.6,17.87,0.7613,1,High
metal,2.85,2.17,0.48,0.3,0.2998,0,Unsuitable
cardboard,20.85,2.02,7.53,16.93,0.5891,1,Medium
paper,19.22,4.19,8.1,16.66,0.5804,1,Medium
cardboard,10.46,1.78,9.73,15.15,0.7067,1,High
glass,3.9,2.23,0.0,0.0,0.3618,0,Low
cardboard,17.49,3.39,9.11,15.31,0.6749,1,Medium
plastic,5.53,4.53,9.09,42.44,0.9383,1,High
cardboard,17.32,2.23,7.68,16.47,0.6159,1,Medium
paper,25.43,2.3,7.24,14.95,0.5175,1,Medium
plastic,3.19,5.53,8.31,35.23,0.7996,1,High
metal,3.69,2.51,0.06,0.4,0.4111,0,Low
plastic,9.0,4.67,8.38,35.02,0.7934,1,High
organic,63.93,6.77,5.66,7.37,0.2292,0,Unsuitable
paper,7.85,3.79,9.9,13.2,0.5664,1,Medium
organic,71.76,6.64,2.35,4.34,0.1374,0,Unsuitable
paper,26.94,3.31,9.2,13.05,0.6146,1,Medium
paper,12.95,4.26,9.86,14.69,0.5619,1,Medium
glass,1.63,2.32,0.0,0.0,0.445,0,Low
cardboard,20.91,0.81,7.59,16.34,0.7082,1,High
metal,3.18,0.03,0.06,0.03,0.5064,1,Medium
metal,1.18,0.99,0.61,0.29,0.4493,0,Low
paper,16.24,3.69,7.71,15.83,0.6052,1,Medium
cardboard,23.16,3.8,7.01,16.37,0.5193,1,Medium
glass,2.7,1.83,0.0,0.0,0.3617,0,Low
organic,64.83,8.83,5.38,6.16,0.2509,0,Unsuitable
glass,4.01,2.65,0.0,0.0,0.4226,0,Low
organic,67.52,4.22,4.55,5.14,0.3293,0,Unsuitable
paper,23.62,3.49,8.6,13.63,0.6207,1,Medium
paper,7.5,1.7,8.12,16.53,0.6641,1,Medium
plastic,8.75,2.55,9.77,32.18,0.8709,1,High
metal,0.47,1.68,0.96,0.33,0.437,0,Low
metal,4.66,1.41,0.27,0.49,0.4418,0,Low
paper,14.29,0.17,7.53,16.24,0.6242,1,Medium
organic,43.36,7.31,4.88,6.11,0.3308,0,Unsuitable
organic,63.13,7.83,5.45,4.68,0.3047,0,Unsuitable
glass,1.57,0.54,0.0,0.0,0.3634,0,Low
metal,3.09,0.23,0.03,0.03,0.3848,0,Low
plastic,8.29,2.05,8.86,39.6,0.8854,1,High
plastic,4.33,2.32,8.68,36.21,0.8443,1,High
paper,29.43,4.31,7.02,16.0,0.5467,1,Medium
organic,43.77,9.53,5.1,3.73,0.2982,0,Unsuitable
cardboard,14.09,0.64,7.45,17.9,0.72,1,High
cardboard,10.18,3.11,9.63,17.75,0.7078,1,High
metal,3.19,1.03,0.93,0.06,0.4766,1,Low
organic,57.35,4.99,4.46,7.53,0.2428,0,Unsuitable
organic,56.93,7.95,2.4,3.24,0.1747,0,Unsuitable
metal,2.67,1.22,0.33,0.03,0.3838,0,Low
glass,2.23,2.68,0.0,0.0,0.4078,0,Low
plastic,1.32,1.16,9.43,32.01,0.8788,1,High
glass,3.69,2.79,0.0,0.0,0.3851,0,Low
organic,55.15,7.88,3.39,3.01,0.2703,0,Unsuitable
organic,43.36,7.2,5.43,6.71,0.3456,0,Unsuitable
glass,1.04,2.77,0.0,0.0,0.3443,0,Unsuitable
organic,57.69,3.76,2.5,4.99,0.3335,0,Unsuitable
paper,13.47,3.45,9.42,16.51,0.6379,1,Medium
organic,45.89,7.89,3.49,6.54,0.1608,0,Unsuitable
glass,3.22,0.38,0.0,0.0,0.3452,0,Unsuitable
metal,3.43,1.86,0.73,0.4,0.3785,0,Low
glass,0.4,1.71,0.0,0.0,0.4344,0,Low
cardboard,16.45,1.46,9.0,16.83,0.6482,1,Medium
paper,11.31,3.84,8.99,13.52,0.5915,1,Medium
metal,4.68,0.98,0.02,0.07,0.4392,0,Low
paper,15.07,3.99,8.35,16.36,0.5893,1,Medium
glass,3.94,2.02,0.0,0.0,0.3979,0,Low
plastic,6.77,1.01,9.63,34.98,0.9061,1,High
organic,68.2,9.19,5.57,4.39,0.206,0,Unsuitable
glass,5.0,0.73,0.0,0.0,0.2585,0,Unsuitable
metal,2.44,2.68,0.62,0.34,0.3984,0,Low
organic,42.69,7.39,5.7,7.78,0.3654,0,Low
cardboard,17.67,2.21,8.82,16.84,0.6326,1,Medium
metal,0.44,1.86,0.31,0.15,0.3705,0,Low
metal,4.82,1.88,0.95,0.44,0.4666,1,Low
glass,0.77,0.63,0.0,0.0,0.4521,1,Low
organic,64.54,5.52,5.94,7.77,0.3044,0,Unsuitable
organic,71.67,9.84,4.4,7.4,0.2075,0,Unsuitable
organic,60.1,3.26,2.35,3.11,0.2286,0,Unsuitable
metal,0.27,1.27,0.81,0.31,0.4762,1,Low
glass,4.2,0.44,0.0,0.0,0.374,0,Low
cardboard,24.96,3.13,9.19,16.58,0.603,1,Medium
paper,11.73,4.92,9.94,14.29,0.4968,1,Low
cardboard,9.59,1.94,7.67,16.95,0.7281,1,High
metal,1.38,2.33,0.32,0.24,0.3861,0,Low
cardboard,20.77,1.23,9.19,15.86,0.6704,1,Medium
cardboard,23.53,3.93,9.32,17.75,0.6106,1,Medium
plastic,6.54,1.19,8.55,38.37,0.7793,1,High
organic,74.78,6.91,5.71,7.44,0.1774,0,Unsuitable
glass,1.15,1.59,0.0,0.0,0.4089,0,Low
plastic,3.42,1.73,9.63,30.72,0.768,1,High
paper,22.79,2.03,7.43,15.44,0.5905,1,Medium
cardboard,19.97,3.94,7.56,17.28,0.6053,1,Medium
organic,68.5,6.27,2.85,3.23,0.1539,0,Unsuitable
glass,0.81,1.94,0.0,0.0,0.3493,0,Unsuitable
glass,4.4,1.93,0.0,0.0,0.4581,1,Low
paper,28.06,1.43,9.51,16.57,0.6656,1,Medium
cardboard,16.97,0.44,8.31,16.83,0.5939,1,Medium
cardboard,24.87,1.33,8.05,15.75,0.6161,1,Medium
cardboard,14.46,3.16,8.54,15.05,0.7077,1,High
paper,25.67,0.57,7.65,14.84,0.6597,1,Medium
cardboard,15.78,1.84,9.86,15.27,0.6415,1,Medium
plastic,1.28,3.82,9.73,42.6,0.958,1,High
glass,3.6,1.18,0.0,0.0,0.3843,0,Low
cardboard,22.45,3.67,7.25,17.18,0.5579,1,Medium
glass,3.9,2.1,0.0,0.0,0.3403,0,Unsuitable
cardboard,24.43,2.63,8.77,15.05,0.6516,1,Medium
metal,0.13,1.0,0.34,0.27,0.4889,1,Low
organic,64.07,9.42,2.74,6.3,0.1362,0,Unsuitable
paper,18.28,3.71,7.1,14.33,0.5665,1,Medium
organic,68.91,7.29,2.65,6.71,0.2162,0,Unsuitable
paper,7.8,4.75,8.48,15.98,0.5293,1,Medium
organic,69.65,7.72,3.1,6.73,0.1866,0,Unsuitable
cardboard,11.97,3.15,8.85,16.52,0.6354,1,Medium
paper,28.46,4.09,8.07,14.86,0.5074,1,Medium
metal,4.48,0.57,0.27,0.18,0.4284,0,Low
plastic,8.02,1.65,9.77,30.53,0.8541,1,High
organic,55.11,6.75,4.24,4.13,0.3191,0,Unsuitable
organic,43.05,6.45,2.77,4.6,0.2839,0,Unsuitable
glass,3.54,1.37,0.0,0.0,0.4457,0,Low
paper,11.21,4.59,7.02,15.23,0.4729,1,Low
glass,2.89,2.45,0.0,0.0,0.4327,0,Low
cardboard,14.97,2.23,9.29,17.34,0.6675,1,Medium
organic,73.75,5.9,4.6,5.42,0.1897,0,Unsuitable
paper,20.04,0.29,9.03,14.13,0.6281,1,Medium
glass,3.03,2.2,0.0,0.0,0.3643,0,Low
plastic,9.26,1.6,9.74,30.19,0.7611,1,High
cardboard,14.03,3.03,9.83,16.56,0.5871,1,Medium
glass,2.92,1.14,0.0,0.0,0.4267,0,Low
cardboard,21.96,0.39,8.32,17.68,0.6918,1,Medium
glass,4.37,0.7,0.0,0.0,0.4793,1,Low
metal,1.64,1.58,0.05,0.03,0.456,1,Low
organic,64.63,3.27,2.67,4.05,0.1938,0,Unsuitable
plastic,2.47,0.83,9.2,41.9,0.9771,1,High
glass,4.27,1.84,0.0,0.0,0.3368,0,Unsuitable
paper,16.87,1.19,9.06,14.23,0.6863,1,Medium
metal,0.64,1.32,0.0,0.27,0.3947,0,Low
cardboard,16.05,3.74,9.61,16.73,0.5978,1,Medium
cardboard,23.46,1.96,7.3,17.3,0.6195,1,Medium
glass,3.82,0.25,0.0,0.0,0.4752,1,Low
cardboard,21.41,3.41,8.37,17.99,0.6802,1,Medium
metal,0.86,2.54,0.42,0.44,0.3845,0,Low
cardboard,5.81,2.41,9.5,16.21,0.7209,1,High
cardboard,12.47,1.39,8.93,16.96,0.7883,1,High
cardboard,17.85,1.04,8.22,16.84,0.6693,1,Medium
plastic,0.31,1.34,9.55,33.98,0.8348,1,High
metal,2.36,2.31,0.38,0.12,0.4364,0,Low
plastic,6.72,2.82,9.62,37.32,0.8687,1,High
plastic,1.99,4.98,8.19,44.43,0.8163,1,High
paper,18.06,0.29,9.34,13.85,0.6938,1,Medium
paper,21.23,0.89,9.39,14.77,0.6566,1,Medium
organic,59.47,8.69,3.72,6.79,0.1484,0,Unsuitable
cardboard,11.47,2.91,8.11,15.51,0.5925,1,Medium
plastic,8.77,1.7,8.47,32.13,0.8406,1,High
metal,2.68,2.19,0.77,0.18,0.4007,0,Low
organic,78.46,8.19,4.85,5.16,0.1552,0,Unsuitable
glass,3.75,1.09,0.0,0.0,0.3856,0,Low
cardboard,5.51,2.89,9.79,16.93,0.7487,1,High
glass,4.31,1.03,0.0,0.0,0.4396,0,Low
glass,0.73,0.54,0.0,0.0,0.3885,0,Low
organic,74.28,5.43,2.41,4.51,0.1304,0,Unsuitable
paper,17.34,0.86,7.94,16.81,0.6438,1,Medium
paper,8.83,1.52,9.44,16.14,0.6652,1,Medium
plastic,8.94,2.28,9.73,30.51,0.6968,1,Medium
organic,76.05,8.29,4.68,7.08,0.2908,0,Unsuitable
organic,50.17,6.26,4.64,5.94,0.3138,0,Unsuitable
organic,47.12,4.5,5.38,3.04,0.2596,0,Unsuitable
plastic,0.56,2.35,9.6,36.52,0.818,1,High
cardboard,15.23,2.33,9.67,15.28,0.6421,1,Medium
cardboard,18.19,3.92,9.54,17.54,0.6287,1,Medium
metal,4.29,2.61,0.8,0.41,0.4065,0,Low
metal,0.57,0.88,0.98,0.27,0.5025,1,Medium
metal,3.23,2.48,0.81,0.02,0.3605,0,Low
metal,0.1,2.66,0.17,0.31,0.4449,0,Low
plastic,5.63,4.29,9.25,31.44,0.6478,1,Medium
metal,2.73,0.98,0.76,0.16,0.4814,1,Low
organic,70.78,4.28,4.11,4.6,0.2553,0,Unsuitable
cardboard,9.25,3.18,8.72,17.87,0.7505,1,High
organic,73.17,4.54,4.53,4.95,0.1509,0,Unsuitable
metal,0.12,1.28,0.65,0.23,0.5286,1,Medium
organic,73.99,4.45,3.47,7.95,0.2701,0,Unsuitable
plastic,0.34,3.18,8.13,44.78,0.8257,1,High
paper,11.82,2.84,7.43,16.2,0.5542,1,Medium
plastic,5.66,5.04,8.37,32.8,0.7951,1,High
plastic,0.59,4.77,9.0,38.99,0.8016,1,High
glass,0.28,0.75,0.0,0.0,0.4891,1,Low
metal,0.23,1.35,0.36,0.05,0.3836,0,Low
organic,78.46,5.18,5.79,3.18,0.3517,0,Low
cardboard,9.29,2.4,9.39,15.96,0.7444,1,High
organic,65.16,4.03,2.47,4.25,0.2162,0,Unsuitable
paper,17.68,0.98,7.58,15.6,0.573,1,Medium
plastic,6.68,2.4,9.34,36.11,0.7831,1,High
organic,75.73,4.88,2.17,5.81,0.1274,0,Unsuitable
cardboard,14.18,3.21,9.37,16.8,0.7197,1,High
metal,0.2,2.46,0.22,0.09,0.4784,1,Low
plastic,3.28,1.96,8.61,39.49,0.8726,1,High
organic,43.76,4.05,4.36,3.49,0.4254,0,Low
organic,64.98,8.46,2.87,6.34,0.1635,0,Unsuitable
plastic,3.14,4.5,9.5,33.83,0.9123,1,High
organic,67.01,4.92,3.81,5.18,0.2398,0,Unsuitable
metal,2.51,0.55,0.65,0.34,0.4461,0,Low
cardboard,15.84,1.26,7.94,17.24,0.6678,1,Medium
plastic,6.55,5.31,8.52,38.1,0.7557,1,High
glass,4.56,2.03,0.0,0.0,0.4285,0,Low
metal,4.0,0.27,0.96,0.45,0.4236,0,Low
metal,4.04,0.88,0.58,0.06,0.4291,0,Low
glass,4.33,0.72,0.0,0.0,0.3303,0,Unsuitable
cardboard,8.72,0.79,7.51,15.92,0.6968,1,Medium
paper,11.52,0.85,7.06,14.46,0.7206,1,High
plastic,0.27,0.62,8.64,42.01,0.9758,1,High
